I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
4, -53, -58, 24, 31, -56, 82, -34, -102, -185, -156, -117, 
-19, -68, -48, 43, 14, -58, 68, -43, -112, -170, -156, -107, 
-24, -68, -43, 46, 9, -56, 68, -24, -87, -156, -126, -82, 
-19, -68, -48, 43, 14, -58, 78, -14, -78, -156, -107, -68, 
-34, -78, -43, 56, 4, -61, 82, -24, -78, -161, -82, -53, 
-48, -82, -34, 65, -7, -58, 73, -29, -97, -165, -102, -63, 
-39, -78, -39, 58, 0, -58, 68, -29, -112, -180, -107, -78, 
-4, -43, -39, 24, 17, -41, 68, -34, -107, -180, -112, -87, 
-9, -48, -39, 29, 14, -43, 58, -48, -117, -175, -126, -102, 
-34, -73, -39, 53, 2, -56, 48, -58, -146, -195, -165, -126, 
-34, -87, -53, 61, 9, -70, 43, -63, -136, -195, -175, -141, 
-34, -68, -34, 51, 0, -51, 63, -43, -112, -156, -151, -122, 
-19, -58, -39, 39, 9, -48, 73, -24, -102, -136, -131, -97, 
9, -53, -63, 21, 36, -58, 78, -24, -87, -136, -122, -82, 
-4, -48, -43, 26, 19, -46, 73, -24, -87, -131, -102, -68, 
-43, -78, -34, 61, -4, -56, 78, -29, -92, -126, -102, -73, 
-9, -68, -58, 39, 24, -63, 63, -34, -112, -151, -107, -82, 
19, -39, -58, 9, 39, -48, 63, -39, -117, -161, -122, -92, 
24, -48, -73, 12, 48, -61, 43, -53, -131, -165, -146, -112, 
29, -48, -78, 9, 53, -63, 53, -53, -131, -161, -161, -122, 
19, -63, -82, 21, 51, -73, 63, -48, -117, -141, -151, -112, 
0, -68, -68, 34, 34, -68, 63, -48, -122, -141, -146, -107, 
-19, -97, -78, 58, 29, -87, 48, -53, -117, -122, -146, -112, 
-58, -112, -53, 85, -2, -82, 43, -48, -117, -131, -136, -102, 
-87, -126, -39, 107, -24, -82, 58, -43, -126, -141, -131, -87, 
-87, -141, -53, 114, -17, -97, 63, -43, -122, -141, -136, -102, 
-78, -146, -68, 112, -4, -107, 53, -48, -131, -156, -136, -102, 
-63, -107, -43, 85, -9, -75, 58, -58, -136, -165, -141, -107, 
-9, -73, -63, 41, 26, -68, 53, -58, -126, -165, -146, -112, 
14, -68, -82, 26, 48, -75, 48, -58, -136, -161, -161, -117, 
-39, -97, -58, 68, 9, -78, 48, -68, -141, -175, -170, -126, 
-82, -117, -34, 100, -24, -75, 53, -63, -136, -185, -175, -126, 
-58, -92, -34, 75, -12, -63, 63, -39, -107, -151, -141, -97, 
-29, -82, -53, 56, 12, -68, 68, -24, -92, -141, -117, -78, 
-39, -87, -48, 63, 4, -68, 78, -19, -87, -141, -112, -73, 
-43, -92, -48, 68, 2, -70, 58, -39, -107, -156, -112, -78, 
-58, -117, -58, 87, 0, -87, 43, -58, -117, -185, -122, -97, 
-14, -92, -78, 53, 31, -85, 48, -48, -122, -180, -131, -102, 
34, -58, -92, 12, 63, -75, 48, -63, -122, -165, -131, -107, 
34, -43, -78, 4, 56, -61, 68, -43, -117, -141, -141, -97, 
14, -39, -53, 12, 34, -46, 68, -39, -107, -131, -146, -97, 
-4, -68, -63, 36, 29, -65, 53, -48, -112, -126, -141, -102, 
-19, -78, -58, 48, 19, -68, 53, -39, -112, -112, -146, -97, 
-43, -82, -39, 63, -2, -61, 48, -39, -102, -112, -126, -102, 
-53, -92, -39, 73, -7, -65, 43, -34, -102, -122, -117, -92, 
-19, -82, -63, 51, 21, -73, 39, -58, -117, -146, -136, -112, 
9, -58, -68, 24, 39, -63, 43, -48, -112, -146, -131, -102, 
19, -48, -68, 14, 43, -58, 39, -53, -117, -156, -136, -107, 
-29, -82, -53, 56, 12, -68, 53, -58, -122, -161, -136, -107, 
-29, -92, -63, 61, 17, -78, 43, -58, -131, -170, -146, -117, 
-48, -112, -63, 80, 7, -87, 43, -53, -117, -165, -126, -102, 
-53, -107, -53, 80, 0, -80, 58, -53, -112, -175, -131, -107, 
-39, -97, -58, 68, 9, -78, 63, -34, -102, -170, -131, -107, 
-48, -97, -48, 73, 0, -73, 63, -29, -97, -165, -126, -97, 
-29, -92, -63, 61, 17, -78, 43, -48, -107, -195, -141, -112, 
9, -68, -78, 29, 43, -73, 43, -29, -92, -185, -107, -82, 
68, -4, -73, -31, 70, -39, 43, -29, -82, -170, -97, -78, 
63, 0, -63, -31, 63, -31, 19, -48, -92, -170, -107, -92, 
9, -34, -43, 12, 26, -39, 29, -53, -78, -165, -97, -82, 
-39, -53, -14, 46, -12, -34, 14, -73, -92, -175, -122, -102, 
-92, -78, 14, 85, -53, -31, 24, -63, -68, -161, -107, -82, 
-73, -63, 9, 68, -41, -26, 24, -68, -68, -141, -107, -78, 
-24, -34, -9, 29, -7, -21, 9, -73, -58, -151, -97, -82, 
-19, -19, 0, 19, -9, -9, 24, -43, -34, -151, -82, -73, 
4, 0, -4, -2, 4, -2, 14, -68, -48, -161, -102, -87, 
-39, -19, 19, 29, -29, 0, 19, -78, -48, -161, -97, -82, 
-9, -4, 4, 7, -7, 0, 14, -63, -53, -165, -92, -73, 
39, 19, -19, -29, 29, 0, -9, -68, -63, -170, -102, -87, 
43, 43, 0, -43, 21, 21, -4, -68, -43, -156, -82, -58, 
24, 34, 9, -29, 7, 21, -9, -82, -58, -156, -107, -78, 
-19, 9, 29, 4, -24, 19, -14, -78, -53, -156, -102, -73, 
4, 24, 19, -14, -7, 21, -14, -73, -53, -146, -97, -63, 
14, 24, 9, -19, 2, 17, -14, -78, -53, -141, -102, -73, 
4, 19, 14, -12, -4, 17, -19, -97, -53, -151, -107, -63, 
4, 9, 4, -7, 0, 7, -48, -126, -87, -180, -131, -92, 
-4, 14, 19, -4, -12, 17, -58, -136, -102, -175, -122, -92, 
-9, 29, 39, -9, -24, 34, -68, -156, -126, -195, -131, -92, 
14, 43, 29, -29, -7, 36, -78, -156, -126, -190, -126, -97, 
48, 73, 24, -61, 12, 48, -68, -136, -117, -170, -112, -68, 
43, 58, 14, -51, 14, 36, -68, -151, -146, -190, -141, -92, 
19, 34, 14, -26, 2, 24, -39, -112, -117, -165, -126, -73, 
9, 48, 39, -29, -14, 43, -29, -117, -112, -161, -112, -73, 
14, 43, 29, -29, -7, 36, -34, -107, -112, -136, -102, -78, 
24, 34, 9, -29, 7, 21, -29, -112, -102, -141, -97, -58, 
43, 29, -14, -36, 29, 7, -34, -107, -117, -151, -117, -73, 
63, 29, -34, -46, 48, -2, -19, -87, -92, -122, -87, -58, 
53, 14, -39, -34, 46, -12, -24, -92, -102, -126, -97, -53, 
43, -29, -73, -7, 58, -51, -29, -107, -126, -151, -112, -68, 
39, -19, -58, -9, 48, -39, -19, -102, -126, -136, -107, -53, 
19, -14, -34, -2, 26, -24, -14, -102, -131, -141, -117, -63, 
19, -24, -43, 2, 31, -34, -4, -82, -112, -131, -102, -48, 
4, -39, -43, 17, 24, -41, 0, -97, -122, -136, -117, -68, 
-29, -73, -43, 51, 7, -58, 9, -82, -126, -131, -131, -87, 
-43, -78, -34, 61, -4, -56, 19, -78, -122, -131, -126, -82, 
-24, -73, -48, 48, 12, -61, 14, -87, -131, -151, -136, -102, 
9, -34, -43, 12, 26, -39, 24, -68, -102, -131, -112, -73, 
19, -34, -53, 7, 36, -43, 39, -43, -92, -131, -97, -63, 
9, -43, -53, 17, 31, -48, 53, -39, -112, -136, -107, -58, 
14, -68, -82, 26, 48, -75, 53, -48, -146, -165, -136, -92, 
-19, -87, -68, 53, 24, -78, 43, -53, -161, -170, -156, -97, 
-19, -102, -82, 61, 31, -92, 34, -68, -180, -185, -170, -112, 
-34, -126, -92, 80, 29, -109, 24, -78, -200, -190, -185, -136, 
-58, -146, -87, 102, 14, -117, 24, -73, -185, -190, -185, -136, 
-24, -126, -102, 75, 39, -114, 19, -73, -190, -200, -190, -151, 
-53, -131, -78, 92, 12, -104, 24, -68, -180, -180, -185, -136, 
-48, -141, -92, 95, 21, -117, 24, -68, -185, -175, -180, -131, 
-63, -151, -87, 107, 12, -119, 29, -78, -185, -175, -180, -136, 
-102, -180, -78, 141, -12, -129, 43, -78, -185, -180, -175, -131, 
-92, -165, -73, 129, -9, -119, 43, -82, -195, -185, -175, -136, 
-63, -117, -53, 90, -4, -85, 53, -58, -156, -161, -141, -102, 
-19, -92, -73, 56, 26, -82, 53, -53, -156, -161, -136, -97, 
29, -63, -92, 17, 61, -78, 53, -43, -151, -161, -141, -102, 
29, -73, -102, 21, 65, -87, 48, -39, -146, -156, -141, -97, 
14, -102, -117, 43, 65, -109, 29, -68, -185, -180, -175, -136, 
-29, -117, -87, 73, 29, -102, 39, -58, -156, -175, -165, -126, 
-19, -112, -92, 65, 36, -102, 43, -48, -156, -170, -156, -112, 
-39, -122, -82, 80, 21, -102, 34, -48, -161, -175, -161, -107, 
-87, -151, -63, 119, -12, -107, 48, -58, -151, -180, -151, -112, 
-82, -151, -68, 117, -7, -109, 63, -63, -131, -170, -156, -126, 
-53, -136, -82, 95, 14, -109, 73, -29, -78, -151, -156, -131, 
-19, -107, -87, 63, 34, -97, 92, -4, -19, -131, -161, -141, 
9, -68, -78, 29, 43, -73, 107, 19, 58, -87, -146, -136, 
0, -63, -63, 31, 31, -63, 107, 34, 112, -58, -141, -136, 
0, -48, -48, 24, 24, -48, 92, 9, 165, -14, -117, -141, 
-9, 4, 14, 2, -12, 9, 82, 9, 287, 87, -58, -97, 
-24, 63, 87, -19, -56, 75, 73, 19, 419, 204, 29, -48, 
-24, 126, 151, -51, -87, 139, 58, 19, 561, 341, 141, 34, 
-29, 209, 239, -90, -134, 224, 53, 24, 673, 507, 268, 126, 
9, 258, 248, -134, -119, 253, 29, 19, 775, 683, 444, 258, 
102, 322, 219, -212, -58, 270, -24, 29, 951, 927, 702, 497, 
209, 453, 244, -331, -17, 348, -97, 4, 1029, 1137, 966, 722, 
268, 570, 302, -419, -17, 436, -175, -82, 927, 1244, 1127, 888, 
322, 673, 351, -497, -14, 512, -273, -209, 683, 1263, 1239, 1019, 
356, 805, 448, -580, -46, 627, -395, -380, 273, 1215, 1312, 1107, 
341, 922, 580, -631, -119, 751, -517, -546, -204, 1093, 1342, 1171, 
336, 971, 634, -653, -148, 802, -590, -653, -663, 941, 1342, 1190, 
341, 897, 556, -619, -107, 727, -585, -668, -1137, 736, 1273, 1161, 
302, 746, 444, -524, -70, 595, -541, -634, -1527, 473, 1102, 1039, 
244, 580, 336, -412, -46, 458, -468, -600, -1761, 209, 849, 814, 
180, 444, 263, -312, -41, 353, -414, -561, -1888, -24, 585, 590, 
122, 346, 224, -234, -51, 285, -395, -575, -2074, -326, 273, 317, 
39, 239, 200, -139, -80, 219, -356, -556, -2244, -712, -117, 14, 
-53, 87, 141, -17, -97, 114, -263, -463, -2298, -1088, -502, -292, 
-112, -43, 68, 78, -90, 12, -195, -405, -2235, -1346, -829, -575, 
-141, -87, 53, 114, -97, -17, -175, -380, -2147, -1503, -1015, -717, 
-141, -97, 43, 119, -92, -26, -180, -380, -2030, -1556, -1078, -756, 
-126, -102, 24, 114, -75, -39, -180, -366, -1810, -1439, -990, -697, 
-82, -87, -4, 85, -39, -46, -185, -341, -1576, -1220, -819, -610, 
-82, -92, -9, 87, -36, -51, -170, -307, -1361, -1029, -688, -507, 
-82, -87, -4, 85, -39, -46, -170, -302, -1141, -863, -585, -444, 
-82, -53, 29, 68, -56, -12, -180, -292, -961, -717, -488, -380, 
-78, -19, 58, 48, -68, 19, -185, -297, -810, -585, -405, -302, 
-48, 4, 53, 21, -51, 29, -161, -258, -639, -478, -317, -244, 
-29, 9, 39, 9, -34, 24, -112, -190, -483, -361, -229, -180, 
0, 14, 14, -7, -7, 14, -87, -165, -361, -273, -180, -136, 
-19, -14, 4, 17, -12, -4, -68, -146, -322, -244, -170, -131, 
-34, -43, -9, 39, -12, -26, -58, -146, -292, -219, -165, -126, 
-14, -48, -34, 31, 9, -41, -58, -136, -258, -204, -165, -146, 
4, -34, -39, 14, 21, -36, -34, -102, -214, -161, -136, -117, 
39, -19, -58, -9, 48, -39, -9, -87, -170, -136, -136, -117, 
4, -48, -53, 21, 29, -51, 4, -68, -136, -97, -131, -117, 
-39, -73, -34, 56, -2, -53, 19, -53, -107, -73, -112, -102, 
-48, -102, -53, 75, 2, -78, 19, -53, -87, -58, -112, -107, 
-87, -122, -34, 104, -26, -78, 34, -39, -63, -24, -92, -87, 
-14, -78, -63, 46, 24, -70, 34, -24, -34, 14, -73, -73, 
0, -68, -68, 34, 34, -68, 29, -29, -43, 29, -92, -87, 
-4, -63, -58, 34, 26, -61, 43, -39, -58, 48, -92, -82, 
14, -43, -58, 14, 36, -51, 39, -34, -48, 43, -92, -92, 
-14, -53, -39, 34, 12, -46, 43, -43, -58, 29, -92, -97, 
-14, -58, -43, 36, 14, -51, 43, -48, -58, 34, -92, -97, 
-24, -78, -53, 51, 14, -65, 43, -39, -48, 48, -92, -92, 
19, -48, -68, 14, 43, -58, 58, -14, -4, 58, -53, -48, 
39, -39, -78, 0, 58, -58, 63, 0, 9, 48, -48, -53, 
-14, -63, -48, 39, 17, -56, 63, -9, 19, 43, -48, -39, 
14, -63, -78, 24, 46, -70, 48, -14, 29, 24, -43, -39, 
9, -63, -73, 26, 41, -68, 48, -9, 14, -4, -53, -48, 
4, -58, -63, 26, 34, -61, 43, -29, 0, -34, -63, -53, 
19, -39, -58, 9, 39, -48, 34, -29, -4, -48, -73, -68, 
0, -43, -43, 21, 21, -43, 34, -19, 4, -43, -53, -48, 
39, -29, -68, -4, 53, -48, 39, -14, 14, -68, -58, -53, 
24, -53, -78, 14, 51, -65, 43, -9, 4, -73, -63, -58, 
-29, -78, -48, 53, 9, -63, 39, -14, 14, -73, -53, -48, 
-58, -112, -53, 85, -2, -82, 39, -14, 24, -73, -58, -58, 
-68, -126, -58, 97, -4, -92, 29, -19, 29, -63, -53, -43, 
-43, -112, -68, 78, 12, -90, 19, -19, 43, -63, -53, -48, 
-53, -112, -58, 82, 2, -85, 29, -24, 39, -48, -58, -58, 
-34, -78, -43, 56, 4, -61, 29, -14, 43, -34, -34, -39, 
-24, -78, -53, 51, 14, -65, 14, -34, 24, -48, -68, -63, 
-53, -97, -43, 75, -4, -70, 19, -43, 19, -39, -68, -63, 
-9, -68, -58, 39, 24, -63, 29, -19, 39, -19, -63, -53, 
0, -73, -73, 36, 36, -73, 24, -9, 43, -14, -53, -48, 
-24, -87, -63, 56, 19, -75, 19, -14, 53, 4, -39, -34, 
-14, -73, -58, 43, 21, -65, 39, 9, 82, 34, -19, -24, 
29, -39, -68, 4, 48, -53, 43, 29, 107, 48, 0, -4, 
63, -19, -82, -21, 73, -51, 34, 24, 107, 48, 4, -4, 
14, -53, -68, 19, 41, -61, 39, 14, 102, 58, -14, -9, 
0, -68, -68, 34, 34, -68, 19, -4, 82, 39, -29, -39, 
-24, -73, -48, 48, 12, -61, 24, 4, 92, 48, -4, -19, 
-39, -68, -29, 53, -4, -48, 24, 0, 92, 53, 0, -19, 
-9, -73, -63, 41, 26, -68, 14, -9, 78, 43, -9, -29, 
-19, -87, -68, 53, 24, -78, 14, -4, 82, 63, -4, -24, 
-4, -78, -73, 41, 34, -75, 4, -19, 73, 63, -29, -48, 
0, -73, -73, 36, 36, -73, 19, -14, 107, 78, -4, -24, 
-9, -53, -43, 31, 17, -48, 24, -4, 112, 87, -9, -39, 
-14, -48, -34, 31, 9, -41, 29, 0, 126, 112, 4, -29, 
-9, -34, -24, 21, 7, -29, 48, 29, 156, 141, 39, 9, 
43, -9, -53, -17, 48, -31, 34, 19, 146, 131, 24, -9, 
14, -39, -53, 12, 34, -46, 34, 14, 156, 165, 34, 9, 
-9, -39, -29, 24, 9, -34, 34, 9, 151, 175, 34, 9, 
19, -24, -43, 2, 31, -34, 24, 0, 156, 165, 29, 9, 
29, -14, -43, -7, 36, -29, 24, 4, 161, 175, 48, 24, 
34, -9, -43, -12, 39, -26, 14, 0, 151, 170, 24, 4, 
-4, -48, -43, 26, 19, -46, 29, 0, 165, 165, 34, 9, 
-14, -39, -24, 26, 4, -31, 39, 24, 175, 170, 39, 14, 
39, -4, -43, -17, 41, -24, 34, 24, 195, 170, 43, 14, 
34, 0, -34, -17, 34, -17, 43, 34, 209, 185, 63, 43, 
4, -24, -29, 9, 17, -26, 29, 14, 200, 180, 48, 24, 
4, -14, -19, 4, 12, -17, 29, 19, 219, 200, 78, 39, 
43, 19, -24, -31, 34, -2, 34, 34, 229, 219, 82, 58, 
39, 0, -39, -19, 39, -19, 19, 4, 209, 209, 73, 43, 
-14, -9, 4, 12, -9, -2, 24, 9, 214, 219, 87, 58, 
-19, -9, 9, 14, -14, 0, 24, 9, 219, 219, 73, 48, 
-9, -24, -14, 17, 2, -19, 14, 9, 234, 219, 87, 58, 
29, -9, -39, -9, 34, -24, 9, 14, 248, 204, 78, 43, 
4, -34, -39, 14, 21, -36, 19, 9, 253, 214, 78, 34, 
-87, -78, 9, 82, -48, -34, 19, 0, 258, 234, 87, 34, 
-92, -97, -4, 95, -43, -51, 4, -4, 263, 224, 82, 29, 
-19, -53, -34, 36, 7, -43, 4, 4, 287, 253, 117, 53, 
29, -4, -34, -12, 31, -19, 9, 34, 312, 278, 151, 87, 
43, 14, -29, -29, 36, -7, 0, 24, 317, 287, 156, 92, 
43, 29, -14, -36, 29, 7, 14, 34, 341, 326, 180, 112, 
48, 14, -34, -31, 41, -9, 0, 14, 336, 312, 156, 87, 
58, 9, -48, -34, 53, -19, 9, 34, 356, 317, 165, 102, 
92, 43, -48, -68, 70, -2, 19, 48, 390, 336, 180, 112, 
73, 48, -24, -61, 48, 12, 24, 68, 409, 361, 204, 131, 
19, 24, 4, -21, 7, 14, 29, 63, 429, 370, 224, 141, 
19, 19, 0, -19, 9, 9, 14, 39, 434, 375, 214, 131, 
24, 39, 14, -31, 4, 26, 19, 63, 468, 419, 263, 170, 
0, 24, 24, -12, -12, 24, 9, 58, 468, 424, 258, 175, 
-19, -14, 4, 17, -12, -4, -4, 29, 453, 409, 239, 156, 
19, 9, -9, -14, 14, 0, 9, 48, 492, 434, 278, 190, 
58, 39, -19, -48, 39, 9, 9, 53, 517, 444, 287, 195, 
43, 43, 0, -43, 21, 21, 9, 63, 531, 458, 292, 209, 
68, 58, -9, -63, 39, 24, 9, 63, 556, 463, 297, 209, 
48, 43, -4, -46, 26, 19, 14, 53, 570, 463, 302, 204, 
87, 58, -29, -73, 58, 14, 0, 58, 580, 473, 317, 209, 
97, 87, -9, -92, 53, 39, 14, 87, 634, 531, 375, 263, 
117, 122, 4, -119, 56, 63, 24, 87, 663, 566, 405, 287, 
107, 126, 19, -117, 43, 73, 24, 82, 683, 614, 429, 312, 
68, 117, 48, -92, 9, 82, 19, 87, 702, 663, 453, 336, 
82, 117, 34, -100, 24, 75, 9, 68, 697, 683, 439, 326, 
73, 107, 34, -90, 19, 70, 0, 68, 712, 707, 458, 331, 
63, 102, 39, -82, 12, 70, -9, 43, 702, 707, 439, 317, 
58, 92, 34, -75, 12, 63, -14, 43, 717, 722, 458, 331, 
73, 97, 24, -85, 24, 61, -14, 58, 746, 756, 483, 346, 
112, 126, 14, -119, 48, 70, -19, 53, 756, 790, 502, 351, 
87, 107, 19, -97, 34, 63, 4, 92, 790, 883, 546, 400, 
136, 141, 4, -139, 65, 73, 14, 92, 814, 941, 575, 409, 
156, 165, 9, -161, 73, 87, 9, 97, 834, 1010, 614, 453, 
102, 146, 43, -124, 29, 95, 9, 92, 839, 1034, 624, 468, 
92, 146, 53, -119, 19, 100, -4, 78, 834, 1034, 614, 458, 
53, 126, 73, -90, -9, 100, -14, 63, 844, 1054, 624, 468, 
78, 131, 53, -104, 12, 92, -34, 43, 829, 1049, 605, 448, 
131, 156, 24, -143, 53, 90, -39, 58, 844, 1068, 624, 473, 
146, 170, 24, -158, 61, 97, -9, 87, 873, 1088, 658, 492, 
136, 175, 39, -156, 48, 107, -34, 73, 858, 1063, 658, 488, 
97, 151, 53, -124, 21, 102, -34, 78, 863, 1078, 683, 502, 
82, 156, 73, -119, 4, 114, -24, 68, 854, 1073, 673, 507, 
73, 141, 68, -107, 2, 104, -53, 53, 834, 1078, 678, 507, 
58, 141, 82, -100, -12, 112, -53, 48, 824, 1073, 683, 512, 
92, 175, 82, -134, 4, 129, -68, 34, 824, 1068, 692, 522, 
151, 224, 73, -187, 39, 148, -48, 53, 824, 1073, 712, 546, 
175, 239, 63, -207, 56, 151, -73, 24, 780, 1029, 678, 512, 
141, 200, 58, -170, 41, 129, -87, 4, 741, 990, 649, 488, 
165, 229, 63, -197, 51, 146, -73, 29, 741, 990, 658, 507, 
200, 273, 73, -236, 63, 173, -73, 39, 722, 971, 663, 502, 
175, 239, 63, -207, 56, 151, -73, 29, 692, 966, 653, 502, 
131, 200, 68, -165, 31, 134, -82, 9, 634, 927, 614, 468, 
112, 185, 73, -148, 19, 129, -92, 4, 600, 902, 614, 468, 
112, 190, 78, -151, 17, 134, -97, -4, 570, 888, 585, 448, 
107, 180, 73, -143, 17, 126, -112, -24, 522, 819, 541, 414, 
97, 180, 82, -139, 7, 131, -92, -9, 497, 761, 527, 419, 
146, 214, 68, -180, 39, 141, -92, -9, 463, 732, 492, 390, 
161, 224, 63, -192, 48, 143, -97, -24, 419, 697, 453, 361, 
151, 214, 63, -183, 43, 139, -82, -19, 375, 663, 409, 326, 
136, 195, 58, -165, 39, 126, -92, -24, 326, 614, 370, 287, 
78, 161, 82, -119, -2, 122, -82, -29, 297, 570, 336, 273, 
53, 146, 92, -100, -19, 119, -87, -39, 244, 512, 287, 234, 
48, 141, 92, -95, -21, 117, -87, -34, 209, 463, 273, 219, 
39, 126, 87, -82, -24, 107, -87, -43, 170, 409, 234, 185, 
63, 122, 58, -92, 2, 90, -102, -63, 131, 351, 190, 156, 
63, 122, 58, -92, 2, 90, -82, -43, 112, 307, 170, 146, 
39, 102, 63, -70, -12, 82, -78, -48, 73, 244, 122, 107, 
9, 68, 58, -39, -24, 63, -73, -58, 39, 190, 87, 78, 
19, 78, 58, -48, -19, 68, -68, -58, 29, 161, 73, 58, 
9, 73, 63, -41, -26, 68, -43, -24, 34, 141, 78, 73, 
34, 78, 43, -56, -4, 61, -43, -29, 9, 122, 58, 68, 
39, 73, 34, -56, 2, 53, -43, -29, -19, 87, 29, 34, 
24, 58, 34, -41, -4, 46, -43, -39, -43, 48, 4, 0, 
29, 63, 34, -46, -2, 48, -39, -29, -48, 43, -4, -4, 
19, 73, 53, -46, -17, 63, -43, -48, -78, 0, -39, -34, 
-9, 39, 48, -14, -29, 43, -39, -43, -97, -19, -58, -34, 
-24, 19, 43, 2, -34, 31, -43, -48, -92, -34, -58, -39, 
-4, 19, 24, -7, -14, 21, -24, -39, -92, -63, -68, -53, 
-9, 0, 9, 4, -9, 4, -14, -9, -87, -53, -58, -39, 
-34, -19, 14, 26, -24, -2, -4, -9, -92, -78, -78, -53, 
-68, -53, 14, 61, -41, -19, -19, -29, -117, -97, -92, -68, 
-97, -68, 29, 82, -63, -19, -19, -29, -117, -122, -102, -82, 
-29, -9, 19, 19, -24, 4, -19, -24, -126, -136, -97, -87, 
58, 58, 0, -58, 29, 29, -14, -4, -107, -102, -73, -53, 
53, 68, 14, -61, 19, 41, -9, -4, -117, -136, -97, -73, 
43, 58, 14, -51, 14, 36, -4, 0, -126, -136, -102, -68, 
14, 34, 19, -24, -2, 26, 0, -4, -122, -141, -97, -63, 
9, 14, 4, -12, 2, 9, 9, -4, -117, -165, -112, -78, 
0, -9, -9, 4, 4, -9, 19, 4, -117, -151, -97, -58, 
-14, -4, 9, 9, -12, 2, 19, 9, -112, -175, -107, -73, 
4, -9, -14, 2, 9, -12, 0, 4, -117, -170, -112, -73, 
-4, -39, -34, 21, 14, -36, 9, -14, -131, -190, -126, -92, 
4, -9, -14, 2, 9, -12, 14, -4, -136, -200, -122, -92, 
9, -9, -19, 0, 14, -14, -4, -9, -131, -195, -112, -97, 
14, -24, -39, 4, 26, -31, -9, -24, -151, -224, -146, -117, 
-34, -53, -19, 43, -7, -36, -9, -29, -165, -239, -156, -122, 
-117, -112, 4, 114, -61, -53, 0, -24, -156, -234, -156, -122, 
-151, -126, 24, 139, -87, -51, 4, -29, -151, -229, -161, -136, 
-126, -112, 14, 119, -70, -48, 14, -4, -126, -190, -126, -102, 
0, -39, -39, 19, 19, -39, 24, 19, -97, -161, -107, -78, 
58, 9, -48, -34, 53, -19, 14, 19, -97, -141, -97, -73, 
0, -29, -29, 14, 14, -29, 19, 9, -112, -151, -122, -97, 
-29, -39, -9, 34, -9, -24, 4, -4, -126, -146, -141, -117, 
-24, -29, -4, 26, -9, -17, 0, -9, -112, -107, -131, -112, 
-4, -9, -4, 7, 0, -7, -9, -4, -117, -82, -141, -122, 
9, 0, -9, -4, 9, -4, -4, 4, -112, -34, -126, -117, 
-29, -34, -4, 31, -12, -19, 4, 0, -97, 4, -122, -102, 
-4, -19, -14, 12, 4, -17, 9, 9, -92, 9, -117, -92, 
19, -14, -34, -2, 26, -24, 19, 24, -53, 53, -97, -73, 
-39, -53, -14, 46, -12, -34, 19, 14, -68, 58, -112, -82, 
-78, -68, 9, 73, -43, -29, 9, 0, -82, 73, -117, -92, 
-53, -58, -4, 56, -24, -31, 9, 9, -78, 97, -122, -97, 
4, -19, -24, 7, 14, -21, 4, 0, -82, 126, -126, -97, 
-29, -48, -19, 39, -4, -34, 0, -9, -73, 165, -126, -102, 
-34, -68, -34, 51, 0, -51, -4, -14, -92, 175, -146, -122, 
-14, -39, -24, 26, 4, -31, 0, 4, -73, 224, -131, -97, 
-24, -43, -19, 34, -2, -31, 4, 9, -58, 278, -112, -92, 
-4, -29, -24, 17, 9, -26, 0, 19, -58, 302, -102, -78, 
-48, -63, -14, 56, -17, -39, 4, 14, -53, 297, -97, -78, 
-68, -82, -14, 75, -26, -48, 0, -4, -68, 248, -131, -107, 
0, -39, -39, 19, 19, -39, 9, 14, -43, 253, -102, -78, 
34, 19, -14, -26, 24, 2, 9, 24, -29, 239, -92, -78, 
34, 14, -19, -24, 26, -2, 14, 24, -39, 214, -82, -73, 
14, -9, -24, -2, 19, -17, 0, -4, -48, 185, -102, -87, 
-39, -34, 4, 36, -21, -14, 9, 4, -34, 180, -82, -73, 
-58, -53, 4, 56, -31, -24, 4, 0, -48, 180, -97, -73, 
-53, -73, -19, 63, -17, -46, 4, 0, -58, 175, -112, -97, 
-19, -53, -34, 36, 7, -43, 0, 4, -48, 195, -92, -73, 
4, -29, -34, 12, 19, -31, 4, 9, -29, 283, -87, -68, 
4, -4, -9, 0, 7, -7, 29, 24, -19, 370, -78, -58, 
34, 14, -19, -24, 26, -2, 29, 24, -19, 385, -73, -53, 
4, 0, -4, -2, 4, -2, 19, 14, -24, 385, -82, -73, 
-14, -4, 9, 9, -12, 2, 14, 4, -34, 380, -78, -63, 
24, 9, -14, -17, 19, -2, -4, 0, -39, 370, -87, -78, 
14, 0, -14, -7, 14, -7, 0, 4, -34, 366, -78, -73, 
14, -14, -29, 0, 21, -21, -9, -4, -39, 341, -82, -63, 
-4, -29, -24, 17, 9, -26, -14, -9, -58, 307, -97, -78, 
-9, -24, -14, 17, 2, -19, -9, 0, -39, 292, -82, -63, 
9, -14, -24, 2, 17, -19, -4, 4, -34, 292, -73, -58, 
-48, -29, 19, 39, -34, -4, 14, 4, -39, 307, -73, -58, 
-53, -48, 4, 51, -29, -21, 4, -4, -43, 297, -82, -63, 
-9, -14, -4, 12, -2, -9, 0, 9, -34, 292, -73, -58, 
-14, 0, 14, 7, -14, 7, 4, 19, -24, 312, -63, -43, 
-29, -19, 9, 24, -19, -4, -9, -4, -48, 287, -87, -58, 
-39, -24, 14, 31, -26, -4, -4, 4, -34, 292, -68, -53, 
